"seqnames","start","end","name","a","nsites"
"4",57357595,57852592,"4_57357595_57852592",-0.0120859011290666,4
"4",57891541,62849321,"4_57891541_62849321",-0.0641816108880526,4
"4",68619530,68925186,"4_68619530_68925186",0.115987700162124,4
"4",68927959,69184447,"4_68927959_69184447",-0.0291380685439066,11
"4",69885380,70455369,"4_69885380_70455369",0.0838569090180226,12
"4",70460193,70723362,"4_70460193_70723362",0.0501322536143494,7
"4",70810566,71227886,"4_70810566_71227886",0.0256503383794877,11
"4",71232359,71495271,"4_71232359_71495271",-0.0485908792436645,7
"4",73280530,73981633,"4_73280530_73981633",0.0367141652889167,5
"4",75231024,76434506,"4_75231024_76434506",0.0307582845029953,7
"4",79207557,79340217,"4_79207557_79340217",-0.029544960766318,7
"4",79343015,79399215,"4_79343015_79399215",-0.0667365476465932,8
"4",79400526,79500275,"4_79400526_79500275",-0.0131617060674121,13
"4",82377803,83376007,"4_82377803_83376007",0.0591582170863586,6
"4",83987589,84234440,"4_83987589_84234440",-0.148825524293534,5
"4",87744839,88047488,"4_87744839_88047488",-0.00411976620859311,8
"4",88048176,88236751,"4_88048176_88236751",0.213844235833585,5
"4",88238242,88401672,"4_88238242_88401672",0.00852147956692579,4
"4",88403574,88733062,"4_88403574_88733062",-0.0110142990957452,14
"4",88755865,88989213,"4_88755865_88989213",0.00711133553813815,4
"4",89744125,90857949,"4_89744125_90857949",-0.0589934384425759,7
"4",94547418,95199668,"4_94547418_95199668",0.0430384342236456,4
"4",95199765,95539342,"4_95199765_95539342",0.0816418265810628,5
"4",96127777,99030456,"4_96127777_99030456",0.0497645116364585,8
"4",100003124,100205960,"4_100003124_100205960",-0.0557959652126316,4
"4",100208005,100340278,"4_100208005_100340278",0.0963819439906571,6
"4",100774373,101109324,"4_100774373_101109324",0.0154513419729469,5
"4",101111048,102019669,"4_101111048_102019669",0.145975268048065,5
"4",102020766,103189236,"4_102020766_103189236",-0.0298029200060319,5
"4",103528804,103644198,"4_103528804_103644198",0.0392448538039188,8
"4",106370505,106755751,"4_106370505_106755751",-0.0631727212128156,4
"4",106763220,107151603,"4_106763220_107151603",0.04218575845024,5
"4",107152884,107847106,"4_107152884_107847106",0.0305363583799592,4
"4",109683997,109858999,"4_109683997_109858999",0.136389520830525,6
"4",109861693,110446097,"4_109861693_110446097",0.0284196171081881,4
"4",110446500,110618924,"4_110446500_110618924",0.03555208403627,4
"4",110890125,111409838,"4_110890125_111409838",0.0491762010851727,4
"4",111781412,113356457,"4_111781412_113356457",0.0597399705474702,8
"4",113359638,113527247,"4_113359638_113527247",0.0327494088667375,6
"4",113533678,114120265,"4_113533678_114120265",0.0359670330597802,4
"4",115748970,119145828,"4_115748970_119145828",1.2490009027033e-16,4
"4",119678874,120107355,"4_119678874_120107355",0.11028908410012,4
"4",120160913,120243257,"4_120160913_120243257",0.00375482684475895,4
"4",120419754,120982132,"4_120419754_120982132",0.101010268524627,5
"4",120983128,121966992,"4_120983128_121966992",-0.0178754261249242,6
"4",123314742,123813551,"4_123314742_123813551",0.0645601651840127,4
"4",123813981,124235219,"4_123813981_124235219",-0.0491350901471481,6
"4",124322745,126408761,"4_124322745_126408761",-0.0122161340734531,7
"4",126411054,128685515,"4_126411054_128685515",-0.026492881949277,10
"4",129964548,139103547,"4_129964548_139103547",-0.123555632253998,5
"4",141458564,141578966,"4_141458564_141578966",-0.0835648951480295,5
"4",141580740,142145831,"4_141580740_142145831",-0.0165638162718713,7
"4",142147919,143067149,"4_142147919_143067149",-0.0453705406107613,8
"4",143081509,144130810,"4_143081509_144130810",-0.00715055868916177,4
"4",144133469,144449867,"4_144133469_144449867",-0.101546828773668,4
"4",147560291,148546160,"4_147560291_148546160",0.0879544315409801,4
"4",152198323,153245546,"4_152198323_153245546",-0.0921562589167271,6
"4",153247156,153802336,"4_153247156_153802336",-0.016768879083778,5
"4",154508892,154556723,"4_154508892_154556723",-0.0150270998205545,8
"4",154557451,155226030,"4_154557451_155226030",-0.0493505352979532,8
"4",155461935,155510714,"4_155461935_155510714",-0.0224373511561058,5
"4",162402170,164394886,"4_162402170_164394886",0.00497308272440788,8
"4",164433972,166150065,"4_164433972_166150065",0.0540613692043894,8
"4",166159928,166389007,"4_166159928_166389007",-0.0926503059787128,4
"4",166981178,169060731,"4_166981178_169060731",1.80411241501588e-16,4
"4",169344757,169812208,"4_169344757_169812208",0.139398950471781,6
"4",169815728,170051307,"4_169815728_170051307",0.0103698772556349,4
"4",173150805,174238883,"4_173150805_174238883",0.0213851436774357,4
"4",175220271,175636721,"4_175220271_175636721",-0.0606315562779603,4
"4",177648930,178361580,"4_177648930_178361580",0.0200655747682331,5
"4",184171071,184567690,"4_184171071_184567690",1.94289029309402e-16,9
"4",185045312,185587218,"4_185045312_185587218",2.77555756156289e-17,5
"4",185593325,185678860,"4_185593325_185678860",2.91433543964104e-16,6
"4",185678971,186066404,"4_185678971_186066404",0.0998051253967286,4
"4",186066911,186274756,"4_186066911_186274756",0.0318100390590099,6
"4",186278823,186329589,"4_186278823_186329589",-0.0355026993351885,4
"4",186334878,186515089,"4_186334878_186515089",0.0303973209917626,7
"4",187077152,187153443,"4_187077152_187153443",0.0317915923872514,7
"4",187155104,187201539,"4_187155104_187201539",0.0264874156912351,5
"4",187201626,187531169,"4_187201626_187531169",0.0349837678751953,7
"4",187532538,189026372,"4_187532538_189026372",0.0791467477464559,14
"4",189060711,190904705,"4_189060711_190904705",0.100298158723433,5
"5",143160,231115,"5_143160_231115",0.0111890275875006,10
"5",233590,454166,"5_233590_454166",-0.095795352871149,5
"5",457002,801279,"5_457002_801279",0.0111411668569527,13
"5",904261,1225752,"5_904261_1225752",1.80411241501588e-16,13
"5",1232864,1341975,"5_1232864_1341975",0.0059069771620052,6
"5",1344464,1799049,"5_1344464_1799049",0.0516719360477563,10
"5",1802433,5235299,"5_1802433_5235299",0.0482739184497203,6
"5",5237080,6337636,"5_5237080_6337636",-0.0566562273040824,6
"5",7690802,7826984,"5_7690802_7826984",-0.0520691808390798,4
"5",7831961,7897069,"5_7831961_7897069",0.00790120172642472,9
"5",7897176,9238002,"5_7897176_9238002",0.00934170684823099,9
"5",9318482,10282400,"5_9318482_10282400",0.0367426130054726,9
"5",13780936,13842013,"5_13780936_13842013",-0.00320664136216912,7
"5",13844944,13902247,"5_13844944_13902247",0.0337974046541504,5
"5",13911493,14316852,"5_13911493_14316852",-0.189217999479807,6
"5",14330885,14397263,"5_14330885_14397263",-0.0786082767206411,5
"5",16463589,16684044,"5_16463589_16684044",0.10179462454546,6
"5",16794753,21783603,"5_16794753_21783603",-0.0230182095224158,7
"5",21802274,24498628,"5_21802274_24498628",0.135212616404749,4
"5",24505219,31294363,"5_24505219_31294363",0.00676286645120859,9
"5",31297394,31449526,"5_31297394_31449526",-0.140840664565373,5
"5",31451638,31541118,"5_31451638_31541118",-0.0125717497340528,5
"5",33455690,33577265,"5_33455690_33577265",0.0474854277882272,6
"5",33588702,33944977,"5_33588702_33944977",-0.0202358105084078,5
"5",34796042,34864667,"5_34796042_34864667",0.0667240707980053,4
"5",34949646,35068980,"5_34949646_35068980",-0.00933628507041657,7
"5",35709048,35861092,"5_35709048_35861092",-0.147657035195812,5
"5",35867406,36039810,"5_35867406_36039810",0.0877780526212285,6
"5",36048989,36153144,"5_36048989_36153144",-0.10791269564186,4
"5",40775028,40964975,"5_40775028_40964975",0.0888290776710399,4
"5",41033141,41155206,"5_41033141_41155206",0.0781873231059887,9
"5",41158774,41794180,"5_41158774_41794180",-0.00279663459829756,10
"5",41934233,43161708,"5_41934233_43161708",-0.0180877489871585,6
"5",52193284,52285362,"5_52193284_52285362",-0.173129406543472,4
"5",52942061,54404222,"5_52942061_54404222",-0.0744459238986492,11
"5",54589843,54662703,"5_54589843_54662703",0.0237495423191065,4
"5",54674140,54931485,"5_54674140_54931485",0.0170756339424725,8
"5",54941615,55081322,"5_54941615_55081322",3.33066907387547e-16,8
"5",55081555,55203288,"5_55081555_55203288",-0.117940481995971,5
"5",55204091,55272106,"5_55204091_55272106",0.0738802238137653,4
"5",55396008,56171137,"5_55396008_56171137",0.0657167862244898,7
"5",56174805,56224685,"5_56174805_56224685",0.0394377540248489,5
"5",56226489,57750848,"5_56226489_57750848",0.0560327214553765,9
"5",57751110,58273172,"5_57751110_58273172",-0.041876353355784,11
"5",60060052,60394859,"5_60060052_60394859",0.0672121794611366,4
"5",60448529,61688817,"5_60448529_61688817",-0.15242157161833,5
"5",64814300,64887775,"5_64814300_64887775",0.0620028895006442,5
"5",66426036,67575561,"5_66426036_67575561",0.0735300221863083,7
"5",68522163,68648080,"5_68522163_68648080",3.60822483003176e-16,7
"5",70948494,71593529,"5_70948494_71593529",0.0201955592188883,4
"5",71609906,72161556,"5_71609906_72161556",-0.0106154801722572,5
"5",73048732,73197109,"5_73048732_73197109",-0.0180503965981474,4
"5",74021463,74069885,"5_74021463_74069885",2.08166817117217e-16,7
"5",74072427,74646199,"5_74072427_74646199",-0.0398519837062578,9
"5",74646612,74696122,"5_74646612_74696122",-0.130018651172247,5
"5",74970258,75594752,"5_74970258_75594752",-0.0667151979683705,4
"5",76349788,76708060,"5_76349788_76708060",0.0216574500680754,4
"5",78293903,78379197,"5_78293903_78379197",0.0102504570925905,12
"5",79815510,80040434,"5_79815510_80040434",-0.00831954573724736,8
"5",81474307,82779407,"5_81474307_82779407",0.0397534877595298,5
"5",82785915,83356303,"5_82785915_83356303",0.0300770968190375,9
"5",89938451,89986858,"5_89938451_89986858",-0.0123355759033489,6
"5",89988420,90041612,"5_89988420_90041612",-0.0286903501125171,10
"5",94903592,95103870,"5_94903592_95103870",0.022527022706364,6
"5",95115954,95735890,"5_95115954_95735890",-0.0177249566610271,8
"5",96077196,96118939,"5_96077196_96118939",0.0643823533350075,9
"5",96119626,96232208,"5_96119626_96232208",0.0135364989327717,13
"5",96232434,96341937,"5_96232434_96341937",-0.0454702124224108,12
"5",98221280,100192100,"5_98221280_100192100",-0.0313425598415303,4
"5",100222041,101735446,"5_100222041_101735446",-0.0237671057377739,6
"5",101748692,102310140,"5_101748692_102310140",-0.162949760894959,4
"5",102325974,102469352,"5_102325974_102469352",0.0158511107076652,5
"5",102515720,107216880,"5_102515720_107216880",0.0175694758469787,7
"5",107356624,108436220,"5_107356624_108436220",0.0515737812270773,7
"5",109120443,110408630,"5_109120443_110408630",0.152480297558707,7
"5",112102021,112222880,"5_112102021_112222880",0.00761631742783684,9
"5",112238075,112399864,"5_112238075_112399864",-0.0106929408116064,9
"5",112403775,112870104,"5_112403775_112870104",0.0658064691951108,8
"5",112871337,112927875,"5_112871337_112927875",0.0338699391083409,4
"5",115141128,115335599,"5_115141128_115335599",0.103686550174806,6
"5",118792008,118872245,"5_118792008_118872245",0.0111560796518147,6
"5",118877598,121726886,"5_118877598_121726886",0.0758855314409155,5
"5",122718678,122930828,"5_122718678_122930828",0.0411671022833796,5
"5",122950034,125821465,"5_122950034_125821465",-3.33066907387547e-16,4
"5",125944054,126667116,"5_125944054_126667116",-0.0163866070640672,7
"5",127866286,128862149,"5_127866286_128862149",-0.0704413765836421,5
"5",129519920,130808437,"5_129519920_130808437",-0.0533841799649432,5
"5",131662968,131819767,"5_131662968_131819767",0.0807959558081344,10
"5",131820052,131925529,"5_131820052_131925529",-0.152211233383987,8
"5",132087656,132209443,"5_132087656_132209443",-0.112818956951894,5
"5",132400670,132537734,"5_132400670_132537734",0.0493989257612174,5
"5",134190589,134681747,"5_134190589_134681747",0.021230864081972,7
"5",135272282,135394903,"5_135272282_135394903",0.0674778410261327,5
"5",135396521,135693073,"5_135396521_135693073",0.0196518489868479,5
"5",137682389,137763775,"5_137682389_137763775",0.00503210580470033,6
"5",140431054,140721010,"5_140431054_140721010",-0.119529871680599,31
"5",140723599,140871444,"5_140723599_140871444",-0.0918407173750164,17
"5",141014376,141034002,"5_141014376_141034002",-0.0223157372037143,6
"5",141314057,141391600,"5_141314057_141391600",0.0678727542244213,6
"5",143200043,145393624,"5_143200043_145393624",0.0449431204025929,5
"5",145887434,146741177,"5_145887434_146741177",-0.0187703577008467,7
"5",148889440,149200169,"5_148889440_149200169",0.172862752288511,7
"5",149581908,149636394,"5_149581908_149636394",0.0240901991810458,6
"5",149900815,150056437,"5_149900815_150056437",-0.0367026733166596,4
"5",150425420,150512132,"5_150425420_150512132",-0.0554047083301718,7
"5",150513986,150660744,"5_150513986_150660744",0.060578904683172,13
"5",150663603,150844163,"5_150663603_150844163",-0.0863294618691935,10
"5",150920126,151126010,"5_150920126_151126010",-0.0400562667430048,15
"5",151771750,153182050,"5_151771750_153182050",-0.0071869763158089,5
"5",153190583,153756022,"5_153190583_153756022",-0.100065404028435,5
"5",153760006,154173822,"5_153760006_154173822",0.0227453373723766,5
"5",155935609,156484954,"5_155935609_156484954",-0.144433902028606,4
"5",161115953,161531032,"5_161115953_161531032",0.0578473806586979,6
"5",161569168,162905806,"5_161569168_162905806",0.0175196212807633,6
"5",167551853,167812419,"5_167551853_167812419",-0.0382353222654159,5
"5",167915605,167996003,"5_167915605_167996003",-0.0840970084684537,4
"5",168093457,168187941,"5_168093457_168187941",-0.076274004485145,4
"5",169021396,169129431,"5_169021396_169129431",0.0936177143690194,4
"5",169461401,169661202,"5_169461401_169661202",-0.0844293598380973,10
"5",169672964,170145886,"5_169672964_170145886",0.016411734097432,5
"5",170722889,171318608,"5_170722889_171318608",0.0890267779881238,5
"5",171326006,171583792,"5_171326006_171583792",-0.0251234968603417,10
"5",171638832,172351112,"5_171638832_172351112",0.0303803175855819,6
"5",175956287,176016617,"5_175956287_176016617",-0.0260729092113478,4
"5",176491511,176662946,"5_176491511_176662946",-0.0325250786874527,4
"5",176729576,176795267,"5_176729576_176795267",0.10722970613719,4
"5",176911069,176942990,"5_176911069_176942990",-0.0422667009382489,5
"5",176943118,177420048,"5_176943118_177420048",0.0635537406521559,5
"5",177421105,177577994,"5_177421105_177577994",-0.258170124335559,7
"5",177580490,177669395,"5_177580490_177669395",0.023370597961101,8
"5",178293243,178504167,"5_178293243_178504167",0.0131356317637018,11
"5",178505682,178996426,"5_178505682_178996426",-0.0169790460527396,12
"5",179200894,179306197,"5_179200894_179306197",0.0391850356258268,9
"5",179548058,179740964,"5_179548058_179740964",0.0891932211865752,5
"5",179996108,180335933,"5_179996108_180335933",0.0394476007156718,4
"5",180338337,180661775,"5_180338337_180661775",0.0610092134415549,16
"6",1390181,2685810,"6_1390181_2685810",0.00660701998617227,9
"6",2689083,2900845,"6_2689083_2900845",-0.0750898254362312,4
"6",2948530,3106285,"6_2948530_3106285",-0.0934772289008181,5
"6",3410420,4060850,"6_3410420_4060850",0.0359807869418302,4
"6",4068928,4735378,"6_4068928_4735378",-0.0767530623947451,7
"6",5771522,6626654,"6_5771522_6626654",0.0126595787306184,6
"6",8428168,10621676,"6_8428168_10621676",0.0229519652058129,5
"6",10775559,10906287,"6_10775559_10906287",-0.0673211908721883,8
"6",10989934,11766608,"6_10989934_11766608",0.0172992999686565,7
"6",11768480,13206368,"6_11768480_13206368",-0.013599119620774,10
"6",13228046,13599387,"6_13228046_13599387",0.0146863050483404,12
"6",15507365,16144094,"6_15507365_16144094",0.045205120750143,4
"6",17648036,17781532,"6_17648036_17781532",0.0319963292398009,5
"6",17785744,17849720,"6_17785744_17849720",0.0906088679206643,8
"6",17850552,18197892,"6_17850552_18197892",-0.0419752262508446,4
"6",18459836,20480188,"6_18459836_20480188",0.00534611916561773,7
"6",20481435,22287822,"6_20481435_22287822",0.0327309940837504,7
"6",22290401,24412623,"6_22290401_24412623",0.0147139384271235,6
"6",24415259,24463023,"6_24415259_24463023",0.0614945229882848,11
"6",24466906,24556957,"6_24466906_24556957",-0.00609677348209839,9
"6",24559239,24658962,"6_24559239_24658962",0.0532405053559274,5
"6",24666752,24852846,"6_24666752_24852846",-0.0381167425021027,4
"6",24861199,25517643,"6_24861199_25517643",0.0431923743806112,4
"6",25529021,25691352,"6_25529021_25691352",-0.021546172967071,5
"6",25701433,25813441,"6_25701433_25813441",0.0751777551679285,17
"6",25819294,25917315,"6_25819294_25917315",0.0636887964962906,5
"6",25918713,26091817,"6_25918713_26091817",-0.0422513290240765,13
"6",26092911,26240965,"6_26092911_26240965",-0.0220008787173813,8
"6",26458863,27101243,"6_26458863_27101243",0.0338147930479965,4
"6",27107086,27776380,"6_27107086_27776380",-0.0721114568873285,4
"6",28251589,28473579,"6_28251589_28473579",0.00369163542305994,5
"6",28474087,29323972,"6_28474087_29323972",0.0677332621048813,14
"6",29454541,29910803,"6_29454541_29910803",-0.0473459093613017,18
"6",29912834,30457372,"6_29912834_30457372",0.0598685115513768,39
"6",30457501,30554325,"6_30457501_30554325",3.7470027081099e-16,6
"6",30671193,30865374,"6_30671193_30865374",-0.0101357551393258,6
"6",30865848,30887993,"6_30865848_30887993",-0.021032667160654,17
"6",30888108,31133824,"6_30888108_31133824",-0.0656073028295105,54
"6",31237113,31508309,"6_31237113_31508309",0.157087690984007,22
"6",31713012,31740900,"6_31713012_31740900",0.130599235425974,5
"6",31741017,31833165,"6_31741017_31833165",0.0718198025834705,7
"6",31833273,31869082,"6_31833273_31869082",-0.0701083663505882,17
"6",31895528,31927177,"6_31895528_31927177",0.0348403222008008,16
"6",31927995,31938924,"6_31927995_31938924",0.0991722067513618,7
"6",31939095,32083745,"6_31939095_32083745",-0.0646066372945339,15
"6",32155441,32290623,"6_32155441_32290623",0.0736879089881195,15
"6",32362511,32905233,"6_32362511_32905233",0.0045109918216904,33
"6",32917046,33144263,"6_32917046_33144263",0.022301902911214,31
"6",33144496,33231326,"6_33144496_33231326",3.33066907387547e-16,8
"6",33231547,33255003,"6_33231547_33255003",-0.00994601019031934,5
"6",33255130,33263536,"6_33255130_33263536",-0.0669729712547899,4
"6",33263803,33290691,"6_33263803_33290691",0.0147759537684043,7
"6",33408504,33627326,"6_33408504_33627326",-0.00557673404753939,5
"6",33630303,33646616,"6_33630303_33646616",-0.112416466865028,6
"6",33647657,33657975,"6_33647657_33657975",0.0428995871539242,6
"6",33658692,33746164,"6_33658692_33746164",-0.122035873789246,7
"6",33748852,34263462,"6_33748852_34263462",0.0127670142226005,5
"6",34985248,35103995,"6_34985248_35103995",3.88578058618805e-16,5
"6",35213719,35280549,"6_35213719_35280549",-0.01233247262515,5
"6",35285666,35436804,"6_35285666_35436804",0.0572112553708688,6
"6",36172433,36290219,"6_36172433_36290219",-0.0149512106329125,6
"6",36291068,36449536,"6_36291068_36449536",-0.00730208780242597,9
"6",36452489,36652323,"6_36452489_36652323",0.0505319819269933,5
"6",36976608,37247387,"6_36976608_37247387",0.035870382883411,4
"6",38723746,38794167,"6_38723746_38794167",0.0964302328086622,7
"6",38795958,38838338,"6_38795958_38838338",-0.0140321905271484,5
"6",38885699,38976746,"6_38885699_38976746",-0.0807479932948278,5
"6",38979989,39163763,"6_38979989_39163763",0.0729515134575417,5
"6",39196700,39512469,"6_39196700_39512469",0.0294306971133191,4
"6",39851736,40360651,"6_39851736_40360651",0.0325064674249848,9
"6",41557507,41710227,"6_41557507_41710227",0.0806497688418651,8
"6",41884521,42141552,"6_41884521_42141552",0.0312820437162283,7
"6",42146016,42224840,"6_42146016_42224840",0.011683668566577,6
"6",42607945,42637978,"6_42607945_42637978",-0.0153209171222248,6
"6",42638396,42797910,"6_42638396_42797910",-0.0120921756057177,6
"6",42905826,42937539,"6_42905826_42937539",-0.0189397549410728,9
"6",42980851,43006430,"6_42980851_43006430",0.0402653015030556,6
"6",43019348,43039993,"6_43019348_43039993",-0.0393493163196278,4
"6",43475192,43489038,"6_43475192_43489038",0.125175436772535,5
"6",43590368,43646362,"6_43590368_43646362",0.0574412168767772,4
"6",43742076,44116122,"6_43742076_44116122",1.94289029309402e-16,5
"6",45514562,46563857,"6_45514562_46563857",3.05311331771918e-16,9
"6",46672888,46803286,"6_46672888_46803286",-0.105686258622703,6
"6",46806715,46874499,"6_46806715_46874499",-0.0606893625344627,5
"6",47512340,47676014,"6_47512340_47676014",0.0110839647927035,17
"6",47678469,49415498,"6_47678469_49415498",-0.00857666981847559,12
"6",49416527,49585931,"6_49416527_49585931",0.0247968473599396,4
"6",50803772,51695787,"6_50803772_51695787",-0.0323222833488436,15
"6",51701200,51890979,"6_51701200_51890979",-0.0119012950579273,10
"6",51934253,52132766,"6_51934253_52132766",0.0587784845522214,9
"6",52133882,52334271,"6_52133882_52334271",0.0625849087576398,6
"6",52343833,52615497,"6_52343833_52615497",0.152305550648884,4
"6",54095510,55142398,"6_54095510_55142398",-0.0251273942220167,8
"6",55638845,56328562,"6_55638845_56328562",-0.00454982109904177,6
"6",56368793,56425221,"6_56368793_56425221",0.0386250217689944,5
"6",56426104,56492085,"6_56426104_56492085",0.00254696665214199,13
"6",57190721,64286890,"6_57190721_64286890",0.179068138354345,6
"6",70900017,70966524,"6_70900017_70966524",0.0196185005781708,11
"6",70970358,71232289,"6_70970358_71232289",0.0280726380302762,5
"6",71571531,72957830,"6_71571531_72957830",-0.0377345080146632,4
"6",74229058,74475877,"6_74229058_74475877",-0.035279135038475,6
"6",74476480,74528258,"6_74476480_74528258",0.0287254287868876,5
"6",75901926,76333676,"6_75901926_76333676",0.0408526379739035,4
"6",76734909,79672969,"6_76734909_79672969",-0.0808576210156886,5
"6",79735658,80636098,"6_79735658_80636098",0.0502125352123994,5
"6",80656895,80749997,"6_80656895_80749997",-0.00451313979384883,6
"6",80750321,82904359,"6_80750321_82904359",-0.0846462778592756,6
"6",83667029,83835452,"6_83667029_83835452",-0.0584992494769542,4
"6",86333693,88125592,"6_86333693_88125592",-0.0708880224179713,4
"6",88126385,88228457,"6_88126385_88228457",0.0230110381468853,4
"6",89790612,89910984,"6_89790612_89910984",0.0819339503885827,7
"6",89913152,90090086,"6_89913152_90090086",0.101132448182267,5
"6",90472036,90578801,"6_90472036_90578801",0.063899516746584,6
"6",91278275,96044722,"6_91278275_96044722",0.0247392531741146,5
"6",96053622,97053947,"6_96053622_97053947",0.0241696375237633,5
"6",97058446,97613333,"6_97058446_97613333",-0.00802443152082466,10
"6",97615945,99284081,"6_97615945_99284081",0.0178245915924512,4
"6",99322152,99842055,"6_99322152_99842055",0.111840988103577,7
"6",100988037,101100765,"6_100988037_101100765",0.0504483097237162,8
"6",102130426,105224703,"6_102130426_105224703",0.0137280271586304,5
"6",107070691,107475981,"6_107070691_107475981",0.04585450944961,6
"6",109765926,109773818,"6_109765926_109773818",-0.106296264998577,6
"6",109774464,109867330,"6_109774464_109867330",0.013957190210247,4
"6",110081451,110429884,"6_110081451_110429884",0.145260012285727,5
"6",110713976,110953364,"6_110713976_110953364",0.0481905543315725,6
"6",111336955,111652987,"6_111336955_111652987",0.116835825438746,5
"6",111654324,111726833,"6_111654324_111726833",0.00468227007149709,5
"6",112469357,114264670,"6_112469357_114264670",0.0030190097389842,9
"6",114265442,116381474,"6_114265442_116381474",-0.0433622668506163,6
"6",117113303,117245954,"6_117113303_117245954",-0.00523147216396356,6
"6",117715777,117865740,"6_117715777_117865740",-0.0115201736863524,6
"6",118786566,119245292,"6_118786566_119245292",-0.115591912966246,6
"6",119510827,121526309,"6_119510827_121526309",0.0068222660011576,9
"6",123892066,125619962,"6_123892066_125619962",0.0628377603701945,7
"6",126293403,127469984,"6_126293403_127469984",0.0231207898071396,5
"6",128312437,129468193,"6_128312437_129468193",0.0597535415612587,4
"6",129637181,129774276,"6_129637181_129774276",0.165570547258374,7
"6",129905131,130370975,"6_129905131_130370975",0.0482261867453231,8
"6",131997874,132172407,"6_131997874_132172407",0.0774778651749728,4
"6",137476076,138417631,"6_137476076_138417631",1.66533453693773e-16,7
"6",139235832,139564451,"6_139235832_139564451",0.00888942516371423,8
"6",150385741,151130870,"6_150385741_151130870",-0.0203111157162316,4
"6",151139317,151281551,"6_151139317_151281551",0.0151939864293263,4
"6",151286103,151757689,"6_151286103_151757689",-0.0745922515052571,8
"6",151766441,152265643,"6_151766441_152265643",-0.0313859383114202,6
"6",152332789,152477232,"6_152332789_152477232",-0.133141776865834,7
"6",152485296,152553400,"6_152485296_152553400",1.80411241501588e-16,4
"6",152554914,152621916,"6_152554914_152621916",0.0435629779531891,5
"6",152763208,152809638,"6_152763208_152809638",-0.0346582150707262,9
"6",153313990,154542462,"6_153313990_154542462",0.0404503261911187,7
"6",155500510,155618238,"6_155500510_155618238",-0.00774879803387947,11
"6",155619609,157256710,"6_155619609_157256710",-0.0135647421674955,4
"6",158569895,159005076,"6_158569895_159005076",0.0932297332080529,9
"6",159006334,159129423,"6_159006334_159129423",-0.0505815290310197,6
"6",159146533,159210403,"6_159146533_159210403",0.0671230458716724,10
"6",159262452,159642728,"6_159262452_159642728",0.0433483224275525,12
"6",160163118,160205879,"6_160163118_160205879",0.0586408430307539,6
"6",160206416,160234688,"6_160206416_160234688",-0.00287770237081624,6
"6",160564571,160857909,"6_160564571_160857909",-0.0145881195788802,9
"6",160858027,160998327,"6_160858027_160998327",2.4980018054066e-16,7
"6",160999553,161139870,"6_160999553_161139870",-0.0803261873213689,5
"6",161574376,163736019,"6_161574376_163736019",0.0342937410556912,6
"6",163836224,165792855,"6_163836224_165792855",0.0481487794243642,8
"6",165801785,166578154,"6_165801785_166578154",0.0319039388143267,4
"6",167417750,167717621,"6_167417750_167717621",0.031388552732031,10
"6",167719401,168307969,"6_167719401_168307969",-0.128246508974054,6
"6",168311779,168370615,"6_168311779_168370615",-0.0141023909191449,6
"6",168430264,169620432,"6_168430264_169620432",0.00625605915242581,12
"6",169621523,170034621,"6_169621523_170034621",0.0298284977917788,5
"6",170176034,170846428,"6_170176034_170846428",0.0646111901987234,9
"7",195552,872238,"7_195552_872238",-0.098852729639543,8
"7",1997262,2304093,"7_1997262_2304093",-0.0676197792915564,9
"7",2309192,2516379,"7_2309192_2516379",-0.0562535193339597,4
"7",2516932,2632760,"7_2516932_2632760",0.0557873044526025,4
"7",2634518,2968332,"7_2634518_2968332",-0.032617757007118,6
"7",4011096,4213989,"7_4011096_4213989",-0.108508173247976,9
"7",4215405,4824679,"7_4215405_4824679",0.0533859837129642,7
"7",4825879,5256290,"7_4825879_5256290",0.0345877511497218,9
"7",5256719,5391725,"7_5256719_5391725",0.155870671571238,4
"7",5396545,5751470,"7_5396545_5751470",0.0277000115223456,8
"7",6730477,7476094,"7_6730477_7476094",0.101767993065178,4
"7",7622747,8153674,"7_7622747_8153674",-0.0125039308401685,7
"7",11075265,11485951,"7_11075265_11485951",-0.0403837913436641,5
"7",15470628,16649390,"7_15470628_16649390",0.0671195109984954,4
"7",17375267,18625145,"7_17375267_18625145",-0.00858009590965851,6
"7",20449236,20768078,"7_20449236_20768078",-0.0293573405809647,13
"7",20778604,21621639,"7_20778604_21621639",0.0267278671637212,7
"7",21627680,21721302,"7_21627680_21721302",0.051337544894797,6
"7",21723400,21788360,"7_21723400_21788360",0.129806516157648,5
"7",21920318,22175743,"7_21920318_22175743",0.0172429521129487,6
"7",23555980,23792451,"7_23555980_23792451",-0.0929845491960235,6
"7",23793932,24681487,"7_23793932_24681487",0.0421943347522551,5
"7",24689229,24844056,"7_24689229_24844056",-0.0293849940896153,8
"7",25163568,26235529,"7_25163568_26235529",0.0581241749265565,7
"7",29152318,29963731,"7_29152318_29963731",-0.00813813305029615,4
"7",30174751,30540297,"7_30174751_30540297",-0.0427328084455239,6
"7",30701770,30921976,"7_30701770_30921976",0.0673869145146049,7
"7",31124350,31732137,"7_31124350_31732137",2.77555756156289e-16,7
"7",31736577,32529977,"7_31736577_32529977",0.0587468808717554,4
"7",32582751,33014374,"7_32582751_33014374",0.0879397771832833,12
"7",33192311,33945358,"7_33192311_33945358",0.0660480689893405,4
"7",33946428,34874072,"7_33946428_34874072",0.0489263578220489,7
